text,aspect,label
"Shiller said, finance helped people's lives to become better, manage risks, and most importantly:""Poverty is substantially due to unmanaged risks",unmanaged risks,2
"Shiller said, finance helped people's lives to become better, manage risks, and most importantly:""Poverty is substantially due to unmanaged risks",people's lives,2
"Shiller said, finance helped people's lives to become better, manage risks, and most importantly:""Poverty is substantially due to unmanaged risks",finance,2
"""-Prof","""-Prof",2
Robert Shiller,Robert Shiller,2
A well organised course taught by an esteemed figure in the field of finance,an esteemed figure,2
A well organised course taught by an esteemed figure in the field of finance,A well organised course,2
A well organised course taught by an esteemed figure in the field of finance,the field,2
A well organised course taught by an esteemed figure in the field of finance,finance,2
I was told to not under-estimate the abilities of Prof Shiller in making me understand the fundamentals and expert opinions of finance and boy was he right,Prof Shiller,2
I was told to not under-estimate the abilities of Prof Shiller in making me understand the fundamentals and expert opinions of finance and boy was he right,the fundamentals,2
I was told to not under-estimate the abilities of Prof Shiller in making me understand the fundamentals and expert opinions of finance and boy was he right,boy,2
I was told to not under-estimate the abilities of Prof Shiller in making me understand the fundamentals and expert opinions of finance and boy was he right,expert opinions,2
I was told to not under-estimate the abilities of Prof Shiller in making me understand the fundamentals and expert opinions of finance and boy was he right,the abilities,2
I was told to not under-estimate the abilities of Prof Shiller in making me understand the fundamentals and expert opinions of finance and boy was he right,finance,2
It covers not only the stock market but every possible financial market that exists for the individuals to invest in and borrow from,every possible financial market,2
It covers not only the stock market but every possible financial market that exists for the individuals to invest in and borrow from,the individuals,2
It covers not only the stock market but every possible financial market that exists for the individuals to invest in and borrow from,that,2
It covers not only the stock market but every possible financial market that exists for the individuals to invest in and borrow from,not only the stock market,2
It showed me how many avenues to raise funds or invest funds in are available that i didn't know about,how many avenues,2
It showed me how many avenues to raise funds or invest funds in are available that i didn't know about,funds,2
"This course made me even more eager to begin my career in Finance, which I hope to do so by 2021",which,2
"This course made me even more eager to begin my career in Finance, which I hope to do so by 2021",This course,2
"This course made me even more eager to begin my career in Finance, which I hope to do so by 2021",Finance,2
"This course made me even more eager to begin my career in Finance, which I hope to do so by 2021",my career,2
"Hopefully one day I will get the opportunity to meet Prof Shiller personally and discuss the ongoings of Finance at the time and I am sure he will have some interesting points to share, even then",some interesting points,2
"Hopefully one day I will get the opportunity to meet Prof Shiller personally and discuss the ongoings of Finance at the time and I am sure he will have some interesting points to share, even then",the ongoings,2
"Hopefully one day I will get the opportunity to meet Prof Shiller personally and discuss the ongoings of Finance at the time and I am sure he will have some interesting points to share, even then",Prof Shiller,2
"Hopefully one day I will get the opportunity to meet Prof Shiller personally and discuss the ongoings of Finance at the time and I am sure he will have some interesting points to share, even then",the time,2
"Hopefully one day I will get the opportunity to meet Prof Shiller personally and discuss the ongoings of Finance at the time and I am sure he will have some interesting points to share, even then",the opportunity,2
"Hopefully one day I will get the opportunity to meet Prof Shiller personally and discuss the ongoings of Finance at the time and I am sure he will have some interesting points to share, even then",Finance,2
This course was a very good introduction to finance,This course,2
This course was a very good introduction to finance,a very good introduction,2
I was already involved in this market and this helped me to deeply understand the terms that I usually was involved with,the terms,2
I was already involved in this market and this helped me to deeply understand the terms that I usually was involved with,that,2
I was already involved in this market and this helped me to deeply understand the terms that I usually was involved with,this,2
I was already involved in this market and this helped me to deeply understand the terms that I usually was involved with,this market,2
This course helped me changed my focus of finance and how it can actually be used to benefit society and not just individuals,my focus,2
This course helped me changed my focus of finance and how it can actually be used to benefit society and not just individuals,This course,2
This course helped me changed my focus of finance and how it can actually be used to benefit society and not just individuals,society,2
This course helped me changed my focus of finance and how it can actually be used to benefit society and not just individuals,finance,2
Robert Shiller is a very exceptional and entertaining lecturer,Robert Shiller,2
Robert Shiller is a very exceptional and entertaining lecturer,a very exceptional and entertaining lecturer,2
I found myself very interested into all the subjects and his explanations,myself,2
I found myself very interested into all the subjects and his explanations,all the subjects,2
I found myself very interested into all the subjects and his explanations,his explanations,2
Would definitely recommend the course for people who have basic knowledge of finance since this will really enhance what they already know,what,2
Would definitely recommend the course for people who have basic knowledge of finance since this will really enhance what they already know,the course,2
Would definitely recommend the course for people who have basic knowledge of finance since this will really enhance what they already know,they,2
Would definitely recommend the course for people who have basic knowledge of finance since this will really enhance what they already know,basic knowledge,2
Would definitely recommend the course for people who have basic knowledge of finance since this will really enhance what they already know,this,2
Would definitely recommend the course for people who have basic knowledge of finance since this will really enhance what they already know,people,2
Would definitely recommend the course for people who have basic knowledge of finance since this will really enhance what they already know,who,2
Would definitely recommend the course for people who have basic knowledge of finance since this will really enhance what they already know,finance,2
"For new comers to the financial world, this course is very good although they will have to do research of their own to fully understand everything, which in my opinion is a good thing",which,2
"For new comers to the financial world, this course is very good although they will have to do research of their own to fully understand everything, which in my opinion is a good thing",the financial world,2
"For new comers to the financial world, this course is very good although they will have to do research of their own to fully understand everything, which in my opinion is a good thing",they,2
"For new comers to the financial world, this course is very good although they will have to do research of their own to fully understand everything, which in my opinion is a good thing",this course,2
"For new comers to the financial world, this course is very good although they will have to do research of their own to fully understand everything, which in my opinion is a good thing",a good thing,2
"For new comers to the financial world, this course is very good although they will have to do research of their own to fully understand everything, which in my opinion is a good thing",new comers,2
"For new comers to the financial world, this course is very good although they will have to do research of their own to fully understand everything, which in my opinion is a good thing",my opinion,2
"For new comers to the financial world, this course is very good although they will have to do research of their own to fully understand everything, which in my opinion is a good thing",research,2
"For new comers to the financial world, this course is very good although they will have to do research of their own to fully understand everything, which in my opinion is a good thing",everything,2
"He puts forth a solid set of ideas, well-proven, well tested",ideas,2
"He puts forth a solid set of ideas, well-proven, well tested",a solid set,2
"He does not follow Fads, nor teach Fads",Fads,2
"There are new, small-cap companies all over thew world",thew world,2
"There are new, small-cap companies all over thew world","new, small-cap companies",2
"He focuses on the large, giant-size features of various markets, and profitable investments",various markets,2
"He focuses on the large, giant-size features of various markets, and profitable investments","the large, giant-size features",2
"He focuses on the large, giant-size features of various markets, and profitable investments",profitable investments,2
He uses a balanced approach to teach a very large subject,a balanced approach,2
He uses a balanced approach to teach a very large subject,a very large subject,2
"All investments are subject to some risk, but wild, pure speculative plays into gold coins or hedge funds carry a much higher degree of risk (danger) than others",All investments,2
"All investments are subject to some risk, but wild, pure speculative plays into gold coins or hedge funds carry a much higher degree of risk (danger) than others",gold coins,2
"All investments are subject to some risk, but wild, pure speculative plays into gold coins or hedge funds carry a much higher degree of risk (danger) than others",risk,2
"All investments are subject to some risk, but wild, pure speculative plays into gold coins or hedge funds carry a much higher degree of risk (danger) than others",a much higher degree,2
"All investments are subject to some risk, but wild, pure speculative plays into gold coins or hedge funds carry a much higher degree of risk (danger) than others",hedge funds,2
"All investments are subject to some risk, but wild, pure speculative plays into gold coins or hedge funds carry a much higher degree of risk (danger) than others",some risk,2
"All investments are subject to some risk, but wild, pure speculative plays into gold coins or hedge funds carry a much higher degree of risk (danger) than others",danger,2
"All investments are subject to some risk, but wild, pure speculative plays into gold coins or hedge funds carry a much higher degree of risk (danger) than others","wild, pure speculative plays",2
"All investments are subject to some risk, but wild, pure speculative plays into gold coins or hedge funds carry a much higher degree of risk (danger) than others",others,2
His systematic and holistic approach of teaching the fundamentals puts the new investors feet on solid ground,solid ground,2
His systematic and holistic approach of teaching the fundamentals puts the new investors feet on solid ground,His systematic and holistic approach,2
His systematic and holistic approach of teaching the fundamentals puts the new investors feet on solid ground,the fundamentals,2
His systematic and holistic approach of teaching the fundamentals puts the new investors feet on solid ground,the new investors,2
His systematic and holistic approach of teaching the fundamentals puts the new investors feet on solid ground,feet,2
"He gives us a clear mind to use Mutual funds (or Balanced funds) to make money with moderate returns (and Low risk) methods, with discipline and confidence",Mutual funds,2
"He gives us a clear mind to use Mutual funds (or Balanced funds) to make money with moderate returns (and Low risk) methods, with discipline and confidence",a clear mind,2
"He gives us a clear mind to use Mutual funds (or Balanced funds) to make money with moderate returns (and Low risk) methods, with discipline and confidence",Low risk) methods,2
"He gives us a clear mind to use Mutual funds (or Balanced funds) to make money with moderate returns (and Low risk) methods, with discipline and confidence",money,2
"He gives us a clear mind to use Mutual funds (or Balanced funds) to make money with moderate returns (and Low risk) methods, with discipline and confidence",moderate returns,2
"He gives us a clear mind to use Mutual funds (or Balanced funds) to make money with moderate returns (and Low risk) methods, with discipline and confidence",Balanced funds,2
"He gives us a clear mind to use Mutual funds (or Balanced funds) to make money with moderate returns (and Low risk) methods, with discipline and confidence",confidence,2
"He gives us a clear mind to use Mutual funds (or Balanced funds) to make money with moderate returns (and Low risk) methods, with discipline and confidence",discipline,2
"I don't have a degree in Finance or Economics, I am not a complete beginner in these fields either, but I have found this course more than helpful in understanding the bigger picture",this course,2
"I don't have a degree in Finance or Economics, I am not a complete beginner in these fields either, but I have found this course more than helpful in understanding the bigger picture",the bigger picture,2
"I don't have a degree in Finance or Economics, I am not a complete beginner in these fields either, but I have found this course more than helpful in understanding the bigger picture",these fields,2
"I don't have a degree in Finance or Economics, I am not a complete beginner in these fields either, but I have found this course more than helpful in understanding the bigger picture",Finance,2
"I don't have a degree in Finance or Economics, I am not a complete beginner in these fields either, but I have found this course more than helpful in understanding the bigger picture",Economics,2
"I don't have a degree in Finance or Economics, I am not a complete beginner in these fields either, but I have found this course more than helpful in understanding the bigger picture",a complete beginner,2
"I don't have a degree in Finance or Economics, I am not a complete beginner in these fields either, but I have found this course more than helpful in understanding the bigger picture",a degree,2
I loved the history of financial innovations and the lectures about behavioural finance,financial innovations,2
I loved the history of financial innovations and the lectures about behavioural finance,the lectures,2
I loved the history of financial innovations and the lectures about behavioural finance,behavioural finance,2
I loved the history of financial innovations and the lectures about behavioural finance,the history,2
I would have appreciated better audio/video quality but it is understandable since the course is adapted from a real-life lecture,a real-life lecture,2
I would have appreciated better audio/video quality but it is understandable since the course is adapted from a real-life lecture,better audio/video quality,2
I would have appreciated better audio/video quality but it is understandable since the course is adapted from a real-life lecture,the course,2
Probably more practical exercises and examples would have been helpful to better understand the mathematical concepts (applied to different scenarios) as an optional section of this course,different scenarios,2
Probably more practical exercises and examples would have been helpful to better understand the mathematical concepts (applied to different scenarios) as an optional section of this course,this course,2
Probably more practical exercises and examples would have been helpful to better understand the mathematical concepts (applied to different scenarios) as an optional section of this course,an optional section,2
Probably more practical exercises and examples would have been helpful to better understand the mathematical concepts (applied to different scenarios) as an optional section of this course,Probably more practical exercises,2
Probably more practical exercises and examples would have been helpful to better understand the mathematical concepts (applied to different scenarios) as an optional section of this course,the mathematical concepts,2
Probably more practical exercises and examples would have been helpful to better understand the mathematical concepts (applied to different scenarios) as an optional section of this course,examples,2
Overall I’d recommend this course to anyone that wants to get started in finance but make sure you expand on the information received here,anyone,2
Overall I’d recommend this course to anyone that wants to get started in finance but make sure you expand on the information received here,Overall I,2
Overall I’d recommend this course to anyone that wants to get started in finance but make sure you expand on the information received here,this course,2
Overall I’d recommend this course to anyone that wants to get started in finance but make sure you expand on the information received here,you,2
Overall I’d recommend this course to anyone that wants to get started in finance but make sure you expand on the information received here,the information,2
Overall I’d recommend this course to anyone that wants to get started in finance but make sure you expand on the information received here,that,2
Overall I’d recommend this course to anyone that wants to get started in finance but make sure you expand on the information received here,finance,2
"I attended the course from Ethiopia, where the government is drafting the first capital markets regulation",Ethiopia,2
"I attended the course from Ethiopia, where the government is drafting the first capital markets regulation",the government,2
"I attended the course from Ethiopia, where the government is drafting the first capital markets regulation",the first capital markets regulation,2
"I attended the course from Ethiopia, where the government is drafting the first capital markets regulation",the course,2
This course played a significant role in my understanding of the financial markets,the financial markets,2
This course played a significant role in my understanding of the financial markets,my understanding,2
This course played a significant role in my understanding of the financial markets,This course,2
This course played a significant role in my understanding of the financial markets,a significant role,2
Now I am no more foreign to the concepts of the capital markets and I can easily read and understand newsm views and events in capital markets,events,2
Now I am no more foreign to the concepts of the capital markets and I can easily read and understand newsm views and events in capital markets,capital markets,2
Now I am no more foreign to the concepts of the capital markets and I can easily read and understand newsm views and events in capital markets,the capital markets,2
Now I am no more foreign to the concepts of the capital markets and I can easily read and understand newsm views and events in capital markets,the concepts,2
Now I am no more foreign to the concepts of the capital markets and I can easily read and understand newsm views and events in capital markets,newsm views,2
I highy recommend this course to those who plan to be part of the wider financial markets world,this course,2
I highy recommend this course to those who plan to be part of the wider financial markets world,part,2
I highy recommend this course to those who plan to be part of the wider financial markets world,those,2
I highy recommend this course to those who plan to be part of the wider financial markets world,the wider financial markets world,2
I highy recommend this course to those who plan to be part of the wider financial markets world,who,2
The professor has emmense ability in explaining the concepts of financial markets in very simple and day to day language,emmense ability,2
The professor has emmense ability in explaining the concepts of financial markets in very simple and day to day language,The professor,2
The professor has emmense ability in explaining the concepts of financial markets in very simple and day to day language,financial markets,2
The professor has emmense ability in explaining the concepts of financial markets in very simple and day to day language,day,2
The professor has emmense ability in explaining the concepts of financial markets in very simple and day to day language,the concepts,2
I had no language barier in attending this course as the professor was so simple and down to earth in explaining the course,no language barier,2
I had no language barier in attending this course as the professor was so simple and down to earth in explaining the course,the professor,2
I had no language barier in attending this course as the professor was so simple and down to earth in explaining the course,the course,2
I had no language barier in attending this course as the professor was so simple and down to earth in explaining the course,earth,2
I had no language barier in attending this course as the professor was so simple and down to earth in explaining the course,this course,2
I found this course to be invaluable,this course,2
4 words,4 words,2
I LOVE THIS COURSE,THIS COURSE,2
"For me, it's truly an eye-opening experience",an eye-opening experience,2
"When I first enrolled, I hardly know anything about the financial market industry, but after taking this course now I can finally engage in discussions related to finance and I can actually voice my opinions",anything,2
"When I first enrolled, I hardly know anything about the financial market industry, but after taking this course now I can finally engage in discussions related to finance and I can actually voice my opinions",this course,2
"When I first enrolled, I hardly know anything about the financial market industry, but after taking this course now I can finally engage in discussions related to finance and I can actually voice my opinions",discussions,2
"When I first enrolled, I hardly know anything about the financial market industry, but after taking this course now I can finally engage in discussions related to finance and I can actually voice my opinions",my opinions,2
"When I first enrolled, I hardly know anything about the financial market industry, but after taking this course now I can finally engage in discussions related to finance and I can actually voice my opinions",the financial market industry,2
"When I first enrolled, I hardly know anything about the financial market industry, but after taking this course now I can finally engage in discussions related to finance and I can actually voice my opinions",finance,2
"I also love how Professor Shiller teaches this course, I can immediately notice how much he mastered the field since week 1",this course,2
"I also love how Professor Shiller teaches this course, I can immediately notice how much he mastered the field since week 1",week,2
"I also love how Professor Shiller teaches this course, I can immediately notice how much he mastered the field since week 1",the field,2
"I also love how Professor Shiller teaches this course, I can immediately notice how much he mastered the field since week 1",Professor Shiller,2
"I also appreciate the chalk talk session very much, the students' questions successfully represent the voices inside my head",the chalk talk session,2
"I also appreciate the chalk talk session very much, the students' questions successfully represent the voices inside my head",my head,2
"I also appreciate the chalk talk session very much, the students' questions successfully represent the voices inside my head",the students' questions,2
"I also appreciate the chalk talk session very much, the students' questions successfully represent the voices inside my head",the voices,2
"I hope other courses adapt this chalk talk session, that would be really helpful",other courses,2
"I hope other courses adapt this chalk talk session, that would be really helpful",that,2
"I hope other courses adapt this chalk talk session, that would be really helpful",this chalk talk session,2
Thank you Professor Shiller and Coursera for keeping me productive while in quarantine,quarantine,2
Thank you Professor Shiller and Coursera for keeping me productive while in quarantine,you,2
This is a very great course,This,2
This is a very great course,a very great course,2
Before i took this course i had very little knowledge about the financial markets,this course,2
Before i took this course i had very little knowledge about the financial markets,very little knowledge,2
Before i took this course i had very little knowledge about the financial markets,the financial markets,2
Professor shiller has really opened my mind to the world of investment banking,the world,2
Professor shiller has really opened my mind to the world of investment banking,investment banking,2
Professor shiller has really opened my mind to the world of investment banking,Professor shiller,2
Professor shiller has really opened my mind to the world of investment banking,my mind,2
I am going to pursue a career in Investment banking and Prof,a career,2
I am going to pursue a career in Investment banking and Prof,Investment banking,2
I am going to pursue a career in Investment banking and Prof,Prof,2
Shiller has laid a perfect  foundation for me,Shiller,2
Shiller has laid a perfect  foundation for me,a perfect  foundation,2
The lessons were concise and interesting,The lessons,2
The quizzes did a great job of testing my knowledge,my knowledge,2
The quizzes did a great job of testing my knowledge,a great job,2
The quizzes did a great job of testing my knowledge,The quizzes,2
I am also very grateful to the Financial markets Coursera team for granting me the opportunity to take this course at no  charges whatsoever,the opportunity,2
I am also very grateful to the Financial markets Coursera team for granting me the opportunity to take this course at no  charges whatsoever,the Financial markets Coursera team,2
I am also very grateful to the Financial markets Coursera team for granting me the opportunity to take this course at no  charges whatsoever,this course,2
I am also very grateful to the Financial markets Coursera team for granting me the opportunity to take this course at no  charges whatsoever,no  charges,2
I got a financial aid and I'll be forever grateful to the team,the team,2
I got a financial aid and I'll be forever grateful to the team,a financial aid,2
Thank you guys,you,2
I love you,you,2
May God continue to grant all your heart desires,all your heart,2
May God continue to grant all your heart desires,God,2
May God continue to grant all your heart desires,desires,2
It's been very long journey for me to complete this course but I assure you that in future I will look back many times on how professor shiller teach not only about the world of finance but also that finance is not only about making money,future,2
It's been very long journey for me to complete this course but I assure you that in future I will look back many times on how professor shiller teach not only about the world of finance but also that finance is not only about making money,money,2
It's been very long journey for me to complete this course but I assure you that in future I will look back many times on how professor shiller teach not only about the world of finance but also that finance is not only about making money,finance,2
It's been very long journey for me to complete this course but I assure you that in future I will look back many times on how professor shiller teach not only about the world of finance but also that finance is not only about making money,the world,2
It's been very long journey for me to complete this course but I assure you that in future I will look back many times on how professor shiller teach not only about the world of finance but also that finance is not only about making money,professor shiller,2
It's been very long journey for me to complete this course but I assure you that in future I will look back many times on how professor shiller teach not only about the world of finance but also that finance is not only about making money,very long journey,2
It's been very long journey for me to complete this course but I assure you that in future I will look back many times on how professor shiller teach not only about the world of finance but also that finance is not only about making money,you,2
I had done many courses on coursera till now on finance but this is one of the best course I have ever taken on finance,the best course,2
I had done many courses on coursera till now on finance but this is one of the best course I have ever taken on finance,coursera,2
I had done many courses on coursera till now on finance but this is one of the best course I have ever taken on finance,this,2
I had done many courses on coursera till now on finance but this is one of the best course I have ever taken on finance,many courses,2
I had done many courses on coursera till now on finance but this is one of the best course I have ever taken on finance,finance,2
"In this course you will learn about stock market, bond market,history on finance, the origin of finance and every thing about finance",the origin,2
"In this course you will learn about stock market, bond market,history on finance, the origin of finance and every thing about finance",every thing,2
"In this course you will learn about stock market, bond market,history on finance, the origin of finance and every thing about finance",this course,2
"In this course you will learn about stock market, bond market,history on finance, the origin of finance and every thing about finance",finance,2
"In this course you will learn about stock market, bond market,history on finance, the origin of finance and every thing about finance",bond market,2
"In this course you will learn about stock market, bond market,history on finance, the origin of finance and every thing about finance",stock market,2
"In this course you will learn about stock market, bond market,history on finance, the origin of finance and every thing about finance",history,2
"In this course you will learn about stock market, bond market,history on finance, the origin of finance and every thing about finance",you,2
If you're thinking about doing course on finance then I assure you that this is one of the best of course ever made on finance,course,2
If you're thinking about doing course on finance then I assure you that this is one of the best of course ever made on finance,finance,2
If you're thinking about doing course on finance then I assure you that this is one of the best of course ever made on finance,this,2
If you're thinking about doing course on finance then I assure you that this is one of the best of course ever made on finance,you,2
You won't regret after enrolling  in this course,You,2
You won't regret after enrolling  in this course,this course,2
How often do you get to learn from a world leading expert and Nobel Laureate,Nobel Laureate,2
How often do you get to learn from a world leading expert and Nobel Laureate,a world leading expert,2
How often do you get to learn from a world leading expert and Nobel Laureate,you,2
"My background is in engineering & tech, so I've been looking for some good materials to broaden my mind around financial markets (beyond common investment topics like stocks, bonds, etc) and peek under the covers of what makes our economy tick in a digestible and fun way",what,2
"My background is in engineering & tech, so I've been looking for some good materials to broaden my mind around financial markets (beyond common investment topics like stocks, bonds, etc) and peek under the covers of what makes our economy tick in a digestible and fun way",our economy,2
"My background is in engineering & tech, so I've been looking for some good materials to broaden my mind around financial markets (beyond common investment topics like stocks, bonds, etc) and peek under the covers of what makes our economy tick in a digestible and fun way",a digestible and fun way,2
"My background is in engineering & tech, so I've been looking for some good materials to broaden my mind around financial markets (beyond common investment topics like stocks, bonds, etc) and peek under the covers of what makes our economy tick in a digestible and fun way",some good materials,2
"My background is in engineering & tech, so I've been looking for some good materials to broaden my mind around financial markets (beyond common investment topics like stocks, bonds, etc) and peek under the covers of what makes our economy tick in a digestible and fun way",common investment topics,2
"My background is in engineering & tech, so I've been looking for some good materials to broaden my mind around financial markets (beyond common investment topics like stocks, bonds, etc) and peek under the covers of what makes our economy tick in a digestible and fun way",tech,2
"My background is in engineering & tech, so I've been looking for some good materials to broaden my mind around financial markets (beyond common investment topics like stocks, bonds, etc) and peek under the covers of what makes our economy tick in a digestible and fun way",the covers,2
"My background is in engineering & tech, so I've been looking for some good materials to broaden my mind around financial markets (beyond common investment topics like stocks, bonds, etc) and peek under the covers of what makes our economy tick in a digestible and fun way",financial markets,2
"My background is in engineering & tech, so I've been looking for some good materials to broaden my mind around financial markets (beyond common investment topics like stocks, bonds, etc) and peek under the covers of what makes our economy tick in a digestible and fun way",engineering,2
"My background is in engineering & tech, so I've been looking for some good materials to broaden my mind around financial markets (beyond common investment topics like stocks, bonds, etc) and peek under the covers of what makes our economy tick in a digestible and fun way",my mind,2
"My background is in engineering & tech, so I've been looking for some good materials to broaden my mind around financial markets (beyond common investment topics like stocks, bonds, etc) and peek under the covers of what makes our economy tick in a digestible and fun way",My background,2
"My background is in engineering & tech, so I've been looking for some good materials to broaden my mind around financial markets (beyond common investment topics like stocks, bonds, etc) and peek under the covers of what makes our economy tick in a digestible and fun way",stocks,2
"My background is in engineering & tech, so I've been looking for some good materials to broaden my mind around financial markets (beyond common investment topics like stocks, bonds, etc) and peek under the covers of what makes our economy tick in a digestible and fun way",bonds,2
I got way more than I hoped for with this course- the videos were very well put together and I enjoyed the deep dive sessions with the students as well,the students,2
I got way more than I hoped for with this course- the videos were very well put together and I enjoyed the deep dive sessions with the students as well,this course-,2
I got way more than I hoped for with this course- the videos were very well put together and I enjoyed the deep dive sessions with the students as well,the deep dive sessions,2
I got way more than I hoped for with this course- the videos were very well put together and I enjoyed the deep dive sessions with the students as well,the videos,2
"Professor Shiller is a great storyteller and that makes the course intriguing, it feels more like a really good novel that's hard to put down once you get started",a great storyteller,2
"Professor Shiller is a great storyteller and that makes the course intriguing, it feels more like a really good novel that's hard to put down once you get started",the course,2
"Professor Shiller is a great storyteller and that makes the course intriguing, it feels more like a really good novel that's hard to put down once you get started",Professor Shiller,2
"Professor Shiller is a great storyteller and that makes the course intriguing, it feels more like a really good novel that's hard to put down once you get started",a really good novel,2
"Professor Shiller is a great storyteller and that makes the course intriguing, it feels more like a really good novel that's hard to put down once you get started",that,2
"Professor Shiller is a great storyteller and that makes the course intriguing, it feels more like a really good novel that's hard to put down once you get started",you,2
The reason I started to study Financial Markets was the connection to Mathematics,Financial Markets,2
The reason I started to study Financial Markets was the connection to Mathematics,the connection,2
The reason I started to study Financial Markets was the connection to Mathematics,The reason,2
The reason I started to study Financial Markets was the connection to Mathematics,Mathematics,2
I decide to take this course instead of reading random posts from various websites on the subject,this course,2
I decide to take this course instead of reading random posts from various websites on the subject,various websites,2
I decide to take this course instead of reading random posts from various websites on the subject,the subject,2
I decide to take this course instead of reading random posts from various websites on the subject,random posts,2
"I special thanks to Professor Robert Shiller for changing mine overview on the meaning of Finances, It was an honor and in the end, I felted like I was a 'real' student in is class",the end,2
"I special thanks to Professor Robert Shiller for changing mine overview on the meaning of Finances, It was an honor and in the end, I felted like I was a 'real' student in is class",the meaning,2
"I special thanks to Professor Robert Shiller for changing mine overview on the meaning of Finances, It was an honor and in the end, I felted like I was a 'real' student in is class",special thanks,2
"I special thanks to Professor Robert Shiller for changing mine overview on the meaning of Finances, It was an honor and in the end, I felted like I was a 'real' student in is class",a 'real' student,2
"I special thanks to Professor Robert Shiller for changing mine overview on the meaning of Finances, It was an honor and in the end, I felted like I was a 'real' student in is class",class,2
"I special thanks to Professor Robert Shiller for changing mine overview on the meaning of Finances, It was an honor and in the end, I felted like I was a 'real' student in is class",mine overview,2
"I special thanks to Professor Robert Shiller for changing mine overview on the meaning of Finances, It was an honor and in the end, I felted like I was a 'real' student in is class",an honor,2
"I special thanks to Professor Robert Shiller for changing mine overview on the meaning of Finances, It was an honor and in the end, I felted like I was a 'real' student in is class",Finances,2
"I special thanks to Professor Robert Shiller for changing mine overview on the meaning of Finances, It was an honor and in the end, I felted like I was a 'real' student in is class",Professor Robert Shiller,2
"I have learned that there is more in Financial Markets than profit, for example, their “true” purpose our society-development",Financial Markets,2
"I have learned that there is more in Financial Markets than profit, for example, their “true” purpose our society-development",profit,2
"I have learned that there is more in Financial Markets than profit, for example, their “true” purpose our society-development",example,2
"I have learned that there is more in Financial Markets than profit, for example, their “true” purpose our society-development",our society-development,2
"That said, I 100% recommend this course and last but not least thank you to coursera for the well-designed and user-friendly platform",That,2
"That said, I 100% recommend this course and last but not least thank you to coursera for the well-designed and user-friendly platform",the well-designed and user-friendly platform,2
"That said, I 100% recommend this course and last but not least thank you to coursera for the well-designed and user-friendly platform",this course,2
"That said, I 100% recommend this course and last but not least thank you to coursera for the well-designed and user-friendly platform",coursera,2
"That said, I 100% recommend this course and last but not least thank you to coursera for the well-designed and user-friendly platform",you,2
Keep challenging yourself,yourself,2
Rafael da Silva,Rafael da Silva,2
"Muy buen curso, el profesor es entretenido, explica varias temáticas y se pasa el tiempo rápido aprendiendo, me sirvió para complementar las otras nociones y cursos de finanzas que había hecho",sirvió para complementar las otras,2
"Muy buen curso, el profesor es entretenido, explica varias temáticas y se pasa el tiempo rápido aprendiendo, me sirvió para complementar las otras nociones y cursos de finanzas que había hecho",Muy buen curso,2
"Muy buen curso, el profesor es entretenido, explica varias temáticas y se pasa el tiempo rápido aprendiendo, me sirvió para complementar las otras nociones y cursos de finanzas que había hecho",explica varias temáticas y se pasa el tiempo rápido aprendiendo,2
"Muy buen curso, el profesor es entretenido, explica varias temáticas y se pasa el tiempo rápido aprendiendo, me sirvió para complementar las otras nociones y cursos de finanzas que había hecho",el profesor es entretenido,2
"Lo único que faltó, material complementario",Lo único que faltó,2
"Lo único que faltó, material complementario",material complementario,2
"no tener que pagar por él sino que gratis, como cualquier otro curso, ese aspecto se debe mejorar",ese aspecto se debe mejorar,2
"no tener que pagar por él sino que gratis, como cualquier otro curso, ese aspecto se debe mejorar",como cualquier otro curso,2
"no tener que pagar por él sino que gratis, como cualquier otro curso, ese aspecto se debe mejorar",que pagar por,2
"no tener que pagar por él sino que gratis, como cualquier otro curso, ese aspecto se debe mejorar",no tener,2
"no tener que pagar por él sino que gratis, como cualquier otro curso, ese aspecto se debe mejorar",él sino que gratis,2
"Very good course, the teacher is entertaining, explains various topics and spends time quickly learning, it helped me to complement the other notions and finance courses that I had taken",the other notions and finance courses,2
"Very good course, the teacher is entertaining, explains various topics and spends time quickly learning, it helped me to complement the other notions and finance courses that I had taken",various topics,2
"Very good course, the teacher is entertaining, explains various topics and spends time quickly learning, it helped me to complement the other notions and finance courses that I had taken",the teacher,2
"Very good course, the teacher is entertaining, explains various topics and spends time quickly learning, it helped me to complement the other notions and finance courses that I had taken",time,2
"Very good course, the teacher is entertaining, explains various topics and spends time quickly learning, it helped me to complement the other notions and finance courses that I had taken",that,2
"The only thing missing, supplementary material",The only thing,2
"The only thing missing, supplementary material","missing, supplementary material",2
"not having to pay for it but free, like any other course, that aspect should be improved",any other course,2
"not having to pay for it but free, like any other course, that aspect should be improved",that aspect,2
"Excelente curso, los contenidos están muy bien concebidos e hilados",Excelente curso,2
"Excelente curso, los contenidos están muy bien concebidos e hilados",muy bien concebidos e hilados,2
El profesor Schiller tiene una capacidad increíble para transmitir el conocimiento y para explicar con simpleza conceptos avanzados de finanzas y macro-economía,y para,2
